was01,ws202496y,en_grammar_fundamental_plus,3時間18分53秒
was01,ws202496y,en_grammar_fundamental,22時間54分1秒
holon-tierra_n,misaki,math_elementary,0時間27分17秒
zup01,masumori_kotaro,en_grammar_fundamental_plus,2時間45分1秒
holon-tierra_b,sawashima,math_elementary,4時間33分22秒
dia04,ksaemtk,math_elementary,0時間18分22秒
zen10,h_miku,en_grammar_fundamental_plus,1時間44分2秒
mky03,tanakaririka,en_grammar_fundamental_plus,1時間38分29秒
hol20,hirotakazuya,math_elementary,1時間35分47秒
kec05,kakutanigen2,chemistry_basic,8時間1分39秒
holon-tierra_ng,isakatomohiro,en_grammar_fundamental_plus,1時間53分59秒
tkg01,Miyakou,en_grammar_fundamental_plus,1時間28分6秒
isa01,kamahori,chemistry_basic,0時間32分9秒
mky10,kawagoesara,en_grammar_fundamental_plus,2時間9分46秒
mky10,kawagoesara,en_grammar_fundamental,18時間20分30秒
kec02,Matsuotaisei,math_2,32時間35分26秒
kec02,Matsuotaisei,math_1,10時間5分28秒
kec02,Matsuotaisei,math_3,62時間23分55秒
kec02,Matsuotaisei,math_a,10時間19分11秒
holon-tierra_m,yuuna,math_elementary,2時間34分56秒
holon-tierra_ng,abcd,en_grammar_advanced,4時間5分41秒
holon-tierra_ng,abcd,en_grammar_etc,1時間29分39秒
holon-tierra_ng,abcd,en_grammar_fundamental_plus,0時間32分41秒
holon-tierra_ng,abcd,en_grammar_fundamental,1時間54分19秒
holon-tierra_ng,abcd,en_grammar_advanced_plus,2時間8分25秒
kec03,nanase1557,en_grammar_fundamental_plus,1時間56分33秒
holon-tierra_m,moomin,math_elementary,1時間57分3秒
tie01,iwai_hisami,math_elementary,0時間33分27秒
zen10,maezimaami,math_elementary,0時間46分2秒
holon-tierra_ng,miharasaya,math_elementary,1時間34分18秒
holon-tierra_ng,shiozakishiho,en_grammar_fundamental,37時間7分36秒
tie01,ogata_ayana,math_a,11時間39分42秒
was03,yamadakeika,en_grammar_fundamental_plus,2時間27分13秒
zup04,kawaguchiyuito,en_grammar_advanced,6時間40分58秒
zup04,kawaguchiyuito,en_grammar_etc,1時間53分20秒
